hr,l
21:21,"{'c': '809R-10', 'cl': 34835, 'sl': 2, 'lt0': 'TERM. PINHEIROS', 'lt1': 'RIO PEQUENO', 'qv': 3, 'vs': [{'p': 80285, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.581757500000002, 'px': -46.7601035, 'sv': None, 'is': None}, {'p': 80391, 'a': True, 'ta': '2025-06-17T00:20:21Z', 'py': -23.5820035, 'px': -46.760101, 'sv': None, 'is': None}, {'p': 80996, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.571717875, 'px': -46.706899500000006, 'sv': None, 'is': None}]}"
21:21,"{'c': '6816-10', 'cl': 32794, 'sl': 2, 'lt0': 'TERM. CAPELINHA', 'lt1': 'JD. MITSUTANI', 'qv': 2, 'vs': [{'p': 72911, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.6450645, 'px': -46.784513000000004, 'sv': None, 'is': None}, {'p': 72826, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.6601485, 'px': -46.772203000000005, 'sv': None, 'is': None}]}"
21:21,"{'c': '5757-10', 'cl': 34056, 'sl': 2, 'lt0': 'METRÔ CONCEIÇÃO', 'lt1': 'CID. JÚLIA', 'qv': 5, 'vs': [{'p': 68214, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.64643375, 'px': -46.64072075, 'sv': None, 'is': None}, {'p': 68785, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.693522, 'px': -46.641375999999994, 'sv': None, 'is': None}, {'p': 68456, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.668742375, 'px': -46.6505315, 'sv': None, 'is': None}, {'p': 68350, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.6937585, 'px': -46.640594, 'sv': None, 'is': None}, {'p': 68240, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.658898, 'px': -46.643731, 'sv': None, 'is': None}]}"
21:21,"{'c': '9014-10', 'cl': 1425, 'sl': 1, 'lt0': 'TERM. LAPA', 'lt1': 'MORRO GRANDE', 'qv': 2, 'vs': [{'p': 13523, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.479750000000003, 'px': -46.7022515, 'sv': None, 'is': None}, {'p': 13671, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.5149045, 'px': -46.698296, 'sv': None, 'is': None}]}"
21:21,"{'c': '4724-10', 'cl': 2060, 'sl': 1, 'lt0': 'VL. NHOCUNÉ', 'lt1': 'METRÔ PATRIARCA', 'qv': 1, 'vs': [{'p': 45485, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.5371615, 'px': -46.497552, 'sv': None, 'is': None}]}"
21:21,"{'c': '2024-10', 'cl': 35029, 'sl': 2, 'lt0': 'CACHOEIRA', 'lt1': 'DIB', 'qv': 1, 'vs': [{'p': 22543, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.3972695, 'px': -46.577185, 'sv': None, 'is': None}]}"
21:21,"{'c': '6016-10', 'cl': 84, 'sl': 1, 'lt0': 'TERM. GRAJAÚ', 'lt1': 'JD. NORONHA', 'qv': 7, 'vs': [{'p': 66746, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.735965, 'px': -46.696236999999996, 'sv': None, 'is': None}, {'p': 66317, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.7716985, 'px': -46.6731285, 'sv': None, 'is': None}, {'p': 66537, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.758432, 'px': -46.684366, 'sv': None, 'is': None}, {'p': 66019, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.7691425, 'px': -46.67544, 'sv': None, 'is': None}, {'p': 66051, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.7716985, 'px': -46.6731285, 'sv': None, 'is': None}, {'p': 66522, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.7374655, 'px': -46.6974125, 'sv': None, 'is': None}, {'p': 66388, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.769117, 'px': -46.675559500000006, 'sv': None, 'is': None}]}"
21:21,"{'c': '6055-10', 'cl': 33914, 'sl': 2, 'lt0': 'SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO)', 'lt1': 'EST. MENDES/VL. NATAL', 'qv': 5, 'vs': [{'p': 66905, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.7542585, 'px': -46.699595, 'sv': None, 'is': None}, {'p': 66027, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.75413, 'px': -46.708843, 'sv': None, 'is': None}, {'p': 66574, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.70727825, 'px': -46.700247250000004, 'sv': None, 'is': None}, {'p': 66748, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.68017225, 'px': -46.6872135, 'sv': None, 'is': None}, {'p': 66185, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.7544845, 'px': -46.708985999999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '5362-10', 'cl': 70, 'sl': 1, 'lt0': 'PÇA. DA SÉ', 'lt1': 'PQ. RES. COCAIA', 'qv': 5, 'vs': [{'p': 61783, 'a': True, 'ta': '2025-06-17T00:21:04Z', 'py': -23.71473625, 'px': -46.70733, 'sv': None, 'is': None}, {'p': 61800, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.596312250000004, 'px': -46.655273750000006, 'sv': None, 'is': None}, {'p': 61671, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.7445215, 'px': -46.670979, 'sv': None, 'is': None}, {'p': 61677, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.750869, 'px': -46.688227, 'sv': None, 'is': None}, {'p': 61802, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.5494405, 'px': -46.6375315, 'sv': None, 'is': None}]}"
21:21,"{'c': '2004-10', 'cl': 892, 'sl': 1, 'lt0': 'CPTM GUAIANASES', 'lt1': 'JD. NSA. SRA. DO CAMINHO', 'qv': 1, 'vs': [{'p': 36309, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.530364499999997, 'px': -46.396127500000006, 'sv': None, 'is': None}]}"
21:21,"{'c': '174M-10', 'cl': 673, 'sl': 1, 'lt0': 'MUSEU DO IPIRANGA', 'lt1': 'VL. SABRINA', 'qv': 4, 'vs': [{'p': 22545, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.48156, 'px': -46.5994185, 'sv': None, 'is': None}, {'p': 22709, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.579950750000002, 'px': -46.60480425, 'sv': None, 'is': None}, {'p': 22715, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.487883500000002, 'px': -46.574864500000004, 'sv': None, 'is': None}, {'p': 22711, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.52938925, 'px': -46.62567812499999, 'sv': None, 'is': None}]}"
21:21,"{'c': '5110-24', 'cl': 35227, 'sl': 2, 'lt0': 'TERM. VL. PRUDENTE', 'lt1': 'SÃO MATEUS', 'qv': 1, 'vs': [{'p': 52836, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.61493, 'px': -46.5022205, 'sv': None, 'is': None}]}"
21:21,"{'c': '714C-10', 'cl': 487, 'sl': 1, 'lt0': 'PAULISTA', 'lt1': 'COHAB EDUCANDÁRIO', 'qv': 2, 'vs': [{'p': 80146, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.569889000000003, 'px': -46.697604749999996, 'sv': None, 'is': None}, {'p': 80129, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.600459999999998, 'px': -46.784138999999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '199D-10', 'cl': 34903, 'sl': 2, 'lt0': 'TERM. PINHEIROS', 'lt1': 'CONEXÃO VL. IÓRIO', 'qv': 5, 'vs': [{'p': 11850, 'a': True, 'ta': '2025-06-17T00:20:27Z', 'py': -23.537251, 'px': -46.68477575, 'sv': None, 'is': None}, {'p': 11800, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.5159005, 'px': -46.6981255, 'sv': None, 'is': None}, {'p': 11851, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.485329, 'px': -46.7108505, 'sv': None, 'is': None}, {'p': 11854, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.563501375, 'px': -46.68741425, 'sv': None, 'is': None}, {'p': 11843, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.4862405, 'px': -46.71064, 'sv': None, 'is': None}]}"
21:21,"{'c': '1702-10', 'cl': 846, 'sl': 1, 'lt0': 'TIETÊ', 'lt1': 'JOVA RURAL', 'qv': 6, 'vs': [{'p': 25100, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.4751065, 'px': -46.592967, 'sv': None, 'is': None}, {'p': 25633, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.527016, 'px': -46.626868125, 'sv': None, 'is': None}, {'p': 25027, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.442846, 'px': -46.57655, 'sv': None, 'is': None}, {'p': 25305, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.501594, 'px': -46.615581500000005, 'sv': None, 'is': None}, {'p': 25650, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.485762, 'px': -46.604637499999995, 'sv': None, 'is': None}, {'p': 25250, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.5271905, 'px': -46.6270085, 'sv': None, 'is': None}]}"
21:21,"{'c': '273D-10', 'cl': 32990, 'sl': 2, 'lt0': 'METRÔ ARTUR ALVIM', 'lt1': 'PQ. D. JOÃO NERY', 'qv': 6, 'vs': [{'p': 32075, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.5214175, 'px': -46.4108045, 'sv': None, 'is': None}, {'p': 32612, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.519428875000003, 'px': -46.475841124999995, 'sv': None, 'is': None}, {'p': 32610, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.52182825, 'px': -46.40966175, 'sv': None, 'is': None}, {'p': 32611, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.494194, 'px': -46.421617625, 'sv': None, 'is': None}, {'p': 32882, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.5212985, 'px': -46.410903, 'sv': None, 'is': None}, {'p': 32845, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.5214175, 'px': -46.4108045, 'sv': None, 'is': None}]}"
21:21,"{'c': '6051-31', 'cl': 1606, 'sl': 1, 'lt0': 'TERM. VARGINHA', 'lt1': 'JD. ITAJAÍ', 'qv': 1, 'vs': [{'p': 66890, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.767886500000003, 'px': -46.7165485, 'sv': None, 'is': None}]}"
21:21,"{'c': '4015-10', 'cl': 2188, 'sl': 1, 'lt0': 'JD. RODOLFO PIRANI', 'lt1': 'TERM. SÃO MATEUS', 'qv': 2, 'vs': [{'p': 48267, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.6335355, 'px': -46.469325, 'sv': None, 'is': None}, {'p': 48386, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.6134395, 'px': -46.476588500000005, 'sv': None, 'is': None}]}"
21:21,"{'c': '2732-10', 'cl': 33715, 'sl': 2, 'lt0': 'VL. REGINA', 'lt1': 'METRÔ ARTUR ALVIM', 'qv': 4, 'vs': [{'p': 45263, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.538732, 'px': -46.480726000000004, 'sv': None, 'is': None}, {'p': 45073, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.537959999999998, 'px': -46.4775645, 'sv': None, 'is': None}, {'p': 45265, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.533094499999997, 'px': -46.4544825, 'sv': None, 'is': None}, {'p': 45268, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.5290805, 'px': -46.458028999999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '6820-10', 'cl': 32787, 'sl': 2, 'lt0': 'TERM. CAPELINHA', 'lt1': 'JD. DAS ROSAS', 'qv': 6, 'vs': [{'p': 72024, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.658609, 'px': -46.78921425, 'sv': None, 'is': None}, {'p': 72050, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.658400999999998, 'px': -46.78931475, 'sv': None, 'is': None}, {'p': 72105, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.6628465, 'px': -46.793589, 'sv': None, 'is': None}, {'p': 72014, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.666321, 'px': -46.7832565, 'sv': None, 'is': None}, {'p': 72015, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.655376, 'px': -46.762141, 'sv': None, 'is': None}, {'p': 72767, 'a': True, 'ta': '2025-06-17T00:20:22Z', 'py': -23.658609, 'px': -46.78921425, 'sv': None, 'is': None}]}"
21:21,"{'c': '6403-10', 'cl': 58, 'sl': 1, 'lt0': 'TERM. PQ. D. PEDRO II', 'lt1': 'TERM. JOÃO DIAS', 'qv': 2, 'vs': [{'p': 71241, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.551826, 'px': -46.635386999999994, 'sv': None, 'is': None}, {'p': 71369, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.560406, 'px': -46.6549565, 'sv': None, 'is': None}]}"
21:21,"{'c': '2712-10', 'cl': 926, 'sl': 1, 'lt0': 'SHOP. METRÔ ITAQUERA', 'lt1': 'JD. SÃO NICOLAU', 'qv': 3, 'vs': [{'p': 45131, 'a': True, 'ta': '2025-06-17T00:20:45Z', 'py': -23.5272745, 'px': -46.47826, 'sv': None, 'is': None}, {'p': 45172, 'a': True, 'ta': '2025-06-17T00:20:22Z', 'py': -23.532061, 'px': -46.486424, 'sv': None, 'is': None}, {'p': 45610, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.542332000000002, 'px': -46.476254499999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '1024-10', 'cl': 2302, 'sl': 1, 'lt0': 'CONEXÃO PETRÔNIO PORTELA', 'lt1': 'JD. CAROMBÉ', 'qv': 6, 'vs': [{'p': 15237, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.4615145, 'px': -46.709816, 'sv': None, 'is': None}, {'p': 15065, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.459429999999998, 'px': -46.69849375, 'sv': None, 'is': None}, {'p': 15219, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.4615145, 'px': -46.709816, 'sv': None, 'is': None}, {'p': 15247, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.486397750000002, 'px': -46.696726500000004, 'sv': None, 'is': None}, {'p': 15138, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.48888, 'px': -46.698154, 'sv': None, 'is': None}, {'p': 15239, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.461319000000003, 'px': -46.7094535, 'sv': None, 'is': None}]}"
21:21,"{'c': '3738-10', 'cl': 1038, 'sl': 1, 'lt0': 'METRÔ ITAQUERA', 'lt1': 'COHAB JUSCELINO', 'qv': 5, 'vs': [{'p': 47057, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.564385, 'px': -46.415116999999995, 'sv': None, 'is': None}, {'p': 47127, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.541739, 'px': -46.460035000000005, 'sv': None, 'is': None}, {'p': 47615, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.562739, 'px': -46.3952325, 'sv': None, 'is': None}, {'p': 47402, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.5630765, 'px': -46.394354, 'sv': None, 'is': None}, {'p': 47075, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.544241, 'px': -46.4472995, 'sv': None, 'is': None}]}"
21:21,"{'c': '407Y-10', 'cl': 2206, 'sl': 1, 'lt0': 'METRÔ VL. PRUDENTE', 'lt1': 'PQ. SAVOY CITY', 'qv': 2, 'vs': [{'p': 48016, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.57007375, 'px': -46.56058125, 'sv': None, 'is': None}, {'p': 48786, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.572724, 'px': -46.4993465, 'sv': None, 'is': None}]}"
21:21,"{'c': '702C-10', 'cl': 485, 'sl': 1, 'lt0': 'METRÔ BELÉM', 'lt1': 'JD. BONFIGLIOLI', 'qv': 4, 'vs': [{'p': 81257, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.54116475, 'px': -46.61372874999999, 'sv': None, 'is': None}, {'p': 81206, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.541183, 'px': -46.59940225, 'sv': None, 'is': None}, {'p': 81508, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.579795375, 'px': -46.737957375, 'sv': None, 'is': None}, {'p': 81594, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.548438125, 'px': -46.650367875, 'sv': None, 'is': None}]}"
21:21,"{'c': '373M-10', 'cl': 33049, 'sl': 2, 'lt0': 'SHOP. METRÔ TATUAPÉ', 'lt1': 'JD. GUAIRACÁ', 'qv': 1, 'vs': [{'p': 51122, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.60013175, 'px': -46.53913025, 'sv': None, 'is': None}]}"
21:21,"{'c': '5702-10', 'cl': 1137, 'sl': 1, 'lt0': 'METRÔ JABAQUARA', 'lt1': 'REFÚGIO STA. TEREZINHA', 'qv': 3, 'vs': [{'p': 68830, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.698729999999998, 'px': -46.6457525, 'sv': None, 'is': None}, {'p': 68394, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.660913375, 'px': -46.637010124999996, 'sv': None, 'is': None}, {'p': 68885, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.698729999999998, 'px': -46.6457525, 'sv': None, 'is': None}]}"
21:21,"{'c': '971X-10', 'cl': 1695, 'sl': 1, 'lt0': 'METRÔ SANTANA', 'lt1': 'TERM. CACHOEIRINHA', 'qv': 8, 'vs': [{'p': 21611, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.4943105, 'px': -46.646121, 'sv': None, 'is': None}, {'p': 21592, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.4747695, 'px': -46.669715, 'sv': None, 'is': None}, {'p': 21623, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.4747695, 'px': -46.669715, 'sv': None, 'is': None}, {'p': 21573, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.4747695, 'px': -46.669715, 'sv': None, 'is': None}, {'p': 21593, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.50308, 'px': -46.6253845, 'sv': None, 'is': None}, {'p': 21615, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.4747695, 'px': -46.669715, 'sv': None, 'is': None}, {'p': 21637, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.474245, 'px': -46.6695945, 'sv': None, 'is': None}, {'p': 21601, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.47481775, 'px': -46.66588125, 'sv': None, 'is': None}]}"
21:21,"{'c': '314V-10', 'cl': 33079, 'sl': 2, 'lt0': 'PÇA. ALMEIDA JR.', 'lt1': 'VL. EMA', 'qv': 2, 'vs': [{'p': 52023, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.590344, 'px': -46.53817375, 'sv': None, 'is': None}, {'p': 52067, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.585497500000002, 'px': -46.545534, 'sv': None, 'is': None}]}"
21:21,"{'c': '8610-10', 'cl': 2063, 'sl': 1, 'lt0': 'TERM. BANDEIRA', 'lt1': 'JD. PAULO VI', 'qv': 3, 'vs': [{'p': 81616, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.5496865, 'px': -46.6401735, 'sv': None, 'is': None}, {'p': 81612, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.569291999999997, 'px': -46.692, 'sv': None, 'is': None}, {'p': 81415, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.6016895, 'px': -46.791908, 'sv': None, 'is': None}]}"
21:21,"{'c': '8019-31', 'cl': 2574, 'sl': 1, 'lt0': 'TERM. VL. SÔNIA', 'lt1': 'PQ. CONTINENTAL', 'qv': 2, 'vs': [{'p': 80196, 'a': True, 'ta': '2025-06-17T00:21:04Z', 'py': -23.5904615, 'px': -46.737148000000005, 'sv': None, 'is': None}, {'p': 80399, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.545325, 'px': -46.7467535, 'sv': None, 'is': None}]}"
21:21,"{'c': '8014-10', 'cl': 801, 'sl': 1, 'lt0': 'PERUS', 'lt1': 'MORRO DOCE', 'qv': 1, 'vs': [{'p': 16077, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.40474675, 'px': -46.73734225, 'sv': None, 'is': None}]}"
21:21,"{'c': '6118-10', 'cl': 33956, 'sl': 2, 'lt0': 'TERM. STO. AMARO', 'lt1': 'JD. ICARAÍ', 'qv': 4, 'vs': [{'p': 66740, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.708022, 'px': -46.7026665, 'sv': None, 'is': None}, {'p': 66928, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.7388355, 'px': -46.7095965, 'sv': None, 'is': None}, {'p': 66862, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.752625000000002, 'px': -46.7028335, 'sv': None, 'is': None}, {'p': 66700, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.6827, 'px': -46.704150999999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '2705-10', 'cl': 33685, 'sl': 2, 'lt0': 'METRÔ ITAQUERA', 'lt1': 'JD. FANGANIELO', 'qv': 4, 'vs': [{'p': 36058, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.547393, 'px': -46.3947845, 'sv': None, 'is': None}, {'p': 36028, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.5315145, 'px': -46.439524500000005, 'sv': None, 'is': None}, {'p': 36022, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.546270625000002, 'px': -46.393018375000004, 'sv': None, 'is': None}, {'p': 36177, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.5384355, 'px': -46.407349499999995, 'sv': None, 'is': None}]}"
21:21,"{'c': '7016-10', 'cl': 2118, 'sl': 1, 'lt0': 'TERM. STO. AMARO', 'lt1': 'JD. ÂNGELA', 'qv': 3, 'vs': [{'p': 73430, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.688596750000002, 'px': -46.7671445, 'sv': None, 'is': None}, {'p': 73425, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.653890625, 'px': -46.71154075, 'sv': None, 'is': None}, {'p': 73447, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.686113499999998, 'px': -46.7382, 'sv': None, 'is': None}]}"
21:21,"{'c': '2058-10', 'cl': 259, 'sl': 1, 'lt0': 'CPTM GUAIANASES', 'lt1': 'TERM. SÃO MIGUEL', 'qv': 1, 'vs': [{'p': 32009, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.4920125, 'px': -46.436833, 'sv': None, 'is': None}]}"
21:21,"{'c': '8047-10', 'cl': 408, 'sl': 1, 'lt0': 'LAPA', 'lt1': 'JARAGUÁ', 'qv': 3, 'vs': [{'p': 10416, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.507397, 'px': -46.749211, 'sv': None, 'is': None}, {'p': 10410, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.435429999999997, 'px': -46.753901625, 'sv': None, 'is': None}, {'p': 10417, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.460265, 'px': -46.7532055, 'sv': None, 'is': None}]}"
21:21,"{'c': '8700-1', 'cl': 35276, 'sl': 2, 'lt0': 'PÇA. RAMOS DE AZEVEDO', 'lt1': 'TERM. CAMPO LIMPO', 'qv': 6, 'vs': [{'p': 82417, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.631153500000003, 'px': -46.7733425, 'sv': None, 'is': None}, {'p': 82007, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.544365250000002, 'px': -46.64279474999999, 'sv': None, 'is': None}, {'p': 82482, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.6316405, 'px': -46.772316, 'sv': None, 'is': None}, {'p': 82480, 'a': True, 'ta': '2025-06-17T00:21:04Z', 'py': -23.5742965, 'px': -46.7066875, 'sv': None, 'is': None}, {'p': 82415, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.60130325, 'px': -46.743193500000004, 'sv': None, 'is': None}, {'p': 82424, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.6317985, 'px': -46.771744, 'sv': None, 'is': None}]}"
21:21,"{'c': '4709-10', 'cl': 33101, 'sl': 2, 'lt0': 'METRÔ VL. MARIANA', 'lt1': 'JD. SÃO SAVÉRIO', 'qv': 3, 'vs': [{'p': 51231, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.600363625, 'px': -46.626023374999995, 'sv': None, 'is': None}, {'p': 51224, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.5894755, 'px': -46.633868, 'sv': None, 'is': None}, {'p': 51206, 'a': True, 'ta': '2025-06-17T00:20:22Z', 'py': -23.653855999999998, 'px': -46.608379, 'sv': None, 'is': None}]}"
21:21,"{'c': '957T-10', 'cl': 464, 'sl': 1, 'lt0': 'VL. OLÍMPIA', 'lt1': 'COHAB TAIPAS', 'qv': 6, 'vs': [{'p': 11665, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.4360705, 'px': -46.717611500000004, 'sv': None, 'is': None}, {'p': 11673, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.4362225, 'px': -46.717113499999996, 'sv': None, 'is': None}, {'p': 11661, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.4705105, 'px': -46.679898, 'sv': None, 'is': None}, {'p': 11672, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.59600375, 'px': -46.691593, 'sv': None, 'is': None}, {'p': 11530, 'a': True, 'ta': '2025-06-17T00:20:30Z', 'py': -23.567491, 'px': -46.693405999999996, 'sv': None, 'is': None}, {'p': 11664, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.521102749999997, 'px': -46.71971587499999, 'sv': None, 'is': None}]}"
21:21,"{'c': '875P-10', 'cl': 1341, 'sl': 1, 'lt0': 'METRÔ ANA ROSA', 'lt1': 'METRÔ BARRA FUNDA', 'qv': 1, 'vs': [{'p': 82660, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.535746, 'px': -46.666683500000005, 'sv': None, 'is': None}]}"
